#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2018-01-01 00:00:00+00:00 2018-01-04 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,feel,metar
ROC,2018-01-02 19:50,-77.6767,43.1167,M,M,M,250.00,22.00,M,30.18,M,2.00,M,BKN,BKN,M,M,2500.00,3999.00,M,M,-SN,M,M,M,M,KROC 021950Z AUTO 25022KT 2SM -SN BKN025 BKN039 M07/M11 A3018 RMK T10701110  VIS 1V4 MADISHF
DSV,2018-01-02 19:50,-77.7130,42.5709,M,M,M,M,M,M,30.25,M,10.00,M,BKN,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDSV 021950Z AUTO /////KT 10SM BKN032 M08/M16 A3025 RMK T10801160 MADISHF
IAG,2018-01-02 19:53,-78.9462,43.1073,21.90,14.00,71.18,250.00,26.00,T,30.20,1024.80,6.00,36.00,BKN,M,M,M,2500.00,M,M,M,BLSN,M,M,M,3.85,KIAG 021953Z 25026G36KT 6SM BLSN BKN025 M06/M10 A3020 RMK AO2 PK WND 24040/1914 SNB13E53 SLP248 P0000 T10561100
DKK,2018-01-02 19:53,-79.2720,42.4933,14.00,3.90,63.53,220.00,15.00,T,30.30,1027.20,10.00,23.00,BKN,M,M,M,2700.00,M,M,M,M,M,M,M,-2.56,KDKK 021953Z AUTO 22015G23KT 10SM BKN027 M10/M16 A3030 RMK AO2 PK WND 21029/1905 SNE12B44E45 SLP272 P0000 T11001156
ROC,2018-01-02 19:54,-77.6767,43.1167,19.00,12.00,73.73,260.00,22.00,T,30.18,1023.50,2.00,31.00,BKN,BKN,OVC,M,2500.00,4000.00,15000.00,M,-SN BLSN,M,M,M,1.17,KROC 021954Z 26022G31KT 2SM -SN BLSN BKN025 BKN040 OVC150 M07/M11 A3018 RMK AO2 PK WND 26034/1928 TWR VIS 4 SLP235 VIS 1V4 P0000 T10721111
FZY,2018-01-02 19:54,-76.3847,43.3497,21.00,10.90,64.48,240.00,15.00,T,30.17,1022.50,7.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,6.52,KFZY 021954Z AUTO 24015KT 7SM OVC032 M06/M12 A3017 RMK AO2 PK WND 23027/1856 UPB1857E03 SLP225 P0000 T10611117
DSV,2018-01-02 19:54,-77.7130,42.5709,18.00,5.00,56.16,M,6.00,0.00,30.25,1026.70,10.00,16.00,BKN,M,M,M,3200.00,M,M,M,M,M,M,M,8.67,KDSV 021954Z AUTO VRB06G16KT 10SM BKN032 M08/M15 A3025 RMK AO2 SLP267 T10781150
BUF,2018-01-02 19:54,-78.7358,42.9408,17.10,14.00,87.38,230.00,22.00,0.01,30.20,1024.10,0.12,32.00,BKN,OVC,M,M,900.00,1400.00,M,M,+SN BLSN,M,M,M,-1.37,KBUF 021954Z 23022G32KT 1/8SM R23/1400V2800FT +SN BLSN BKN009 OVC014 M08/M10 A3020 RMK AO2 PK WND 23040/1925 SLP241 P0001 T10831100 $
ROC,2018-01-02 19:55,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,OVC,M,M,M,2900.00,M,M,M,-SN,M,M,M,M,KROC 021955Z AUTO /////KT 2SM -SN OVC029 M07/M11 A3019 RMK T10701110 MADISHF
IAG,2018-01-02 19:55,-78.9462,43.1073,M,M,M,250.00,23.00,M,30.20,M,1.25,M,BKN,OVC,M,M,2500.00,3000.00,M,M,M,M,M,M,M,KIAG 021955Z AUTO 25023KT 1 1/2SM BKN025 OVC030 M06/M10 A3020 RMK T10601100 MADISHF
FZY,2018-01-02 19:55,-76.3847,43.3497,M,M,M,240.00,15.00,M,30.17,M,8.00,M,OVC,M,M,M,3300.00,M,M,M,M,M,M,M,M,KFZY 021955Z AUTO 24015KT 8SM OVC033 M06/M12 A3017 RMK T10601120 MADISHF
BUF,2018-01-02 19:55,-78.7358,42.9408,M,M,M,230.00,20.00,M,30.20,M,0.13,M,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 021955Z AUTO 23020KT 1/4SM +SN BKN009 OVC014 M08/M09 A3020 RMK T10801090 MADISHF
DKK,2018-01-02 19:55,-79.2720,42.4933,M,M,M,220.00,15.00,M,30.30,M,10.00,M,BKN,M,M,M,2700.00,M,M,M,M,M,M,M,M,KDKK 021955Z AUTO 22015KT 10SM BKN027 M10/M16 A3030 RMK T11001160 MADISHF
SDC,2018-01-02 19:55,-77.1195,43.2346,21.20,14.00,73.32,240.00,14.00,0.00,30.18,M,1.25,25.00,BKN,M,M,M,3000.00,M,M,M,-SN,M,M,M,7.24,KSDC 021955Z AUTO 24014G25KT 1 1/4SM -SN BKN030 M06/M10 A3018 RMK AO2
DSV,2018-01-02 19:55,-77.7130,42.5709,M,M,M,210.00,6.00,M,30.25,M,10.00,M,BKN,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDSV 021955Z AUTO 21006KT 10SM BKN032 M08/M16 A3025 RMK T10801160 VRB06G16KT  MADISHF
ART,2018-01-02 19:56,-76.0262,43.9888,23.00,18.00,80.85,250.00,23.00,0.08,30.10,1020.50,0.50,35.00,OVC,M,M,M,4700.00,M,M,M,UP,M,M,M,6.22,KART 021956Z AUTO 25023G35KT 1/2SM UP OVC047 M05/M08 A3010 RMK AO2 PK WND 26037/1925 UPB12E27B51SNE12B19E20B27E51 SLP205 P0008 T10501078
DSV,2018-01-02 20:00,-77.7130,42.5709,M,M,M,260.00,5.00,M,30.25,M,10.00,M,SCT,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDSV 022000Z AUTO 26005KT 10SM SCT032 M08/M16 A3025 RMK T10801160 VRB05KT  MADISHF
FZY,2018-01-02 20:00,-76.3847,43.3497,M,M,M,M,M,M,30.17,M,5.00,M,OVC,M,M,M,3300.00,M,M,M,HZ,M,M,M,M,KFZY 022000Z AUTO /////KT 5SM HZ OVC033 M06/M12 A3017 RMK T10601120 MADISHF
ROC,2018-01-02 20:00,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.50,M,OVC,M,M,M,2900.00,M,M,M,-SN,M,M,M,M,KROC 022000Z AUTO /////KT 2 1/2SM -SN OVC029 M07/M11 A3019 RMK T10701110 MADISHF
DKK,2018-01-02 20:00,-79.2720,42.4933,M,M,M,220.00,14.00,M,30.30,M,10.00,M,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,KDKK 022000Z AUTO 22014KT 10SM BKN029 M10/M16 A3030 RMK T11001160 MADISHF
BUF,2018-01-02 20:00,-78.7358,42.9408,M,M,M,230.00,23.00,M,30.20,M,0.13,M,BKN,OVC,M,M,900.00,1500.00,M,M,+SN,M,M,M,M,KBUF 022000Z AUTO 23023KT 1/4SM +SN BKN009 OVC015 M08/M10 A3020 RMK T10801100 MADISHF
ART,2018-01-02 20:00,-76.0262,43.9888,M,M,M,250.00,24.00,0.01,30.10,M,0.75,M,OVC,M,M,M,4700.00,M,M,M,UP,M,M,M,M,KART 022000Z AUTO 25024KT 1SM UP OVC047 M05/M08 A3010 RMK P0001 T10501080 MADISHF
IAG,2018-01-02 20:00,-78.9462,43.1073,M,M,M,M,M,M,30.20,M,6.00,32.00,BKN,M,M,M,2500.00,M,M,M,M,M,M,M,M,KIAG 022000Z AUTO /////G32KT 6SM BKN025 M06/M10 A3020 RMK T10601100 MADISHF
DSV,2018-01-02 20:05,-77.7130,42.5709,M,M,M,210.00,7.00,M,30.25,M,10.00,M,FEW,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDSV 022005Z AUTO 21007KT 10SM FEW032 M08/M16 A3025 RMK T10801160 MADISHF
IAG,2018-01-02 20:05,-78.9462,43.1073,M,M,M,240.00,21.00,M,30.20,M,6.00,26.00,BKN,M,M,M,2500.00,M,M,M,M,M,M,M,M,KIAG 022005Z AUTO 24021G26KT 6SM BKN025 M06/M11 A3020 RMK T10601110 MADISHF
ART,2018-01-02 20:05,-76.0262,43.9888,M,M,M,250.00,22.00,0.01,30.10,M,0.75,M,OVC,M,M,M,4700.00,M,M,M,UP,M,M,M,M,KART 022005Z AUTO 25022KT 1SM UP OVC047 M05/M08 A3010 RMK P0001 T10501080 MADISHF
BUF,2018-01-02 20:05,-78.7358,42.9408,M,M,M,M,M,M,30.20,M,0.13,M,BKN,OVC,M,M,900.00,1500.00,M,M,+SN,M,M,M,M,KBUF 022005Z AUTO /////KT 1/4SM +SN BKN009 OVC015 M08/M10 A3020 RMK T10801100 MADISHF
ROC,2018-01-02 20:05,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,3999.00,M,M,-SN,M,M,M,M,KROC 022005Z AUTO /////KT 2SM -SN BKN025 BKN039 M07/M11 A3019 RMK T10701110 MADISHF
DKK,2018-01-02 20:05,-79.2720,42.4933,M,M,M,230.00,16.00,M,30.29,M,10.00,M,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,KDKK 022005Z AUTO 23016KT 10SM BKN029 M10/M16 A3029 RMK T11001160 MADISHF
FZY,2018-01-02 20:10,-76.3847,43.3497,M,M,M,M,M,M,30.17,M,4.00,M,OVC,M,M,M,3300.00,M,M,M,HZ,M,M,M,M,KFZY 022010Z AUTO /////KT 4SM HZ OVC033 M06/M12 A3017 RMK T10601120 MADISHF
BUF,2018-01-02 20:10,-78.7358,42.9408,M,M,M,M,M,M,30.20,M,0.13,M,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 022010Z AUTO /////KT 1/4SM +SN BKN009 OVC014 M09/M10 A3020 RMK T10901100 MADISHF
ART,2018-01-02 20:10,-76.0262,43.9888,M,M,M,250.00,18.00,0.02,30.10,M,0.75,M,OVC,M,M,M,4700.00,M,M,M,UP,M,M,M,M,KART 022010Z AUTO 25018KT 1SM UP OVC047 M05/M08 A3010 RMK P0002 T10501080 MADISHF
DKK,2018-01-02 20:10,-79.2720,42.4933,M,M,M,230.00,14.00,M,30.29,M,10.00,M,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,KDKK 022010Z AUTO 23014KT 10SM BKN029 M10/M16 A3029 RMK T11001160 MADISHF
DSV,2018-01-02 20:10,-77.7130,42.5709,M,M,M,280.00,4.00,M,30.25,M,10.00,M,FEW,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDSV 022010Z AUTO 28004KT 10SM FEW032 M08/M16 A3025 RMK T10801160 VRB04KT  MADISHF
IAG,2018-01-02 20:10,-78.9462,43.1073,M,M,M,240.00,18.00,M,30.20,M,6.00,24.00,BKN,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,KIAG 022010Z AUTO 24018G24KT 6SM -SN BKN025 M06/M10 A3020 RMK T10601100 MADISHF
ROC,2018-01-02 20:10,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,3999.00,M,M,-SN,M,M,M,M,KROC 022010Z AUTO /////KT 2SM -SN BKN025 BKN039 M07/M11 A3019 RMK T10701110 MADISHF
IAG,2018-01-02 20:15,-78.9462,43.1073,M,M,M,M,M,M,30.20,M,6.00,M,BKN,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,KIAG 022015Z AUTO /////KT 6SM -SN BKN025 M06/M10 A3020 RMK T10601100 MADISHF
ART,2018-01-02 20:15,-76.0262,43.9888,M,M,M,250.00,22.00,0.02,30.10,M,0.75,M,OVC,M,M,M,4700.00,M,M,M,UP,M,M,M,M,KART 022015Z AUTO 25022KT 1SM UP OVC047 M05/M08 A3010 RMK P0002 T10501080 MADISHF
DSV,2018-01-02 20:15,-77.7130,42.5709,M,M,M,190.00,5.00,M,30.24,M,10.00,M,FEW,M,M,M,3399.00,M,M,M,M,M,M,M,M,KDSV 022015Z AUTO 19005KT 10SM FEW033 M08/M17 A3024 RMK T10801170 VRB05KT  MADISHF
ROC,2018-01-02 20:15,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 022015Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3019 RMK T10701110  VIS 1 1/2V4 MADISHF
BUF,2018-01-02 20:15,-78.7358,42.9408,M,M,M,M,M,M,30.20,M,0.13,28.00,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 022015Z AUTO /////G28KT 1/4SM +SN BKN009 OVC014 M09/M10 A3020 RMK T10901100 MADISHF
FZY,2018-01-02 20:15,-76.3847,43.3497,M,M,M,M,M,M,30.17,M,5.00,M,OVC,M,M,M,3500.00,M,M,M,HZ,M,M,M,M,KFZY 022015Z AUTO /////KT 5SM HZ OVC035 M06/M12 A3017 RMK T10601120 MADISHF
SDC,2018-01-02 20:15,-77.1195,43.2346,21.20,14.00,73.32,250.00,16.00,0.00,30.19,M,1.75,28.00,SCT,M,M,M,3000.00,M,M,M,HZ,M,M,M,6.34,KSDC 022015Z AUTO 25016G28KT 1 3/4SM HZ SCT030 M06/M10 A3019 RMK AO2
DKK,2018-01-02 20:15,-79.2720,42.4933,M,M,M,230.00,15.00,M,30.29,M,10.00,M,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,KDKK 022015Z AUTO 23015KT 10SM BKN029 M10/M16 A3029 RMK T11001160 MADISHF
ROC,2018-01-02 20:20,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 022020Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3019 RMK T10701110  VIS 1 1/2V4 MADISHF
FZY,2018-01-02 20:20,-76.3847,43.3497,M,M,M,240.00,14.00,T,30.17,M,3.50,M,OVC,M,M,M,3500.00,M,M,M,UP,M,M,M,M,KFZY 022020Z AUTO 24014KT 3SM UP OVC035 M06/M12 A3017 RMK P0000 T10601120 MADISHF
IAG,2018-01-02 20:20,-78.9462,43.1073,M,M,M,M,M,M,30.20,M,6.00,M,BKN,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,KIAG 022020Z AUTO /////KT 6SM -SN BKN025 M06/M10 A3020 RMK T10601100 MADISHF
ART,2018-01-02 20:20,-76.0262,43.9888,M,M,M,260.00,20.00,0.03,30.10,M,1.25,28.00,OVC,M,M,M,4700.00,M,M,M,UP,M,M,M,M,KART 022020Z AUTO 26020G28KT 1 1/2SM UP OVC047 M05/M08 A3010 RMK P0003 T10501080 MADISHF
BUF,2018-01-02 20:20,-78.7358,42.9408,M,M,M,M,M,M,30.20,M,0.13,28.00,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 022020Z AUTO /////G28KT 1/4SM +SN BKN009 OVC014 M09/M11 A3020 RMK T10901110 MADISHF
DSV,2018-01-02 20:20,-77.7130,42.5709,M,M,M,250.00,3.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 022020Z AUTO 25003KT 10SM CLR M08/M17 A3024 RMK T10801170 VRB03KT  MADISHF
DKK,2018-01-02 20:20,-79.2720,42.4933,M,M,M,230.00,17.00,M,30.29,M,10.00,M,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,KDKK 022020Z AUTO 23017KT 10SM BKN029 M10/M16 A3029 RMK T11001160 MADISHF
ART,2018-01-02 20:24,-76.0262,43.9888,23.00,17.10,77.77,250.00,23.00,0.03,30.10,M,1.25,33.00,OVC,M,M,M,4700.00,M,M,M,UP,M,M,M,6.22,KART 022024Z AUTO 25023G33KT 1 1/4SM UP OVC047 M05/M08 A3010 RMK AO2 PK WND 26037/1959 P0003 T10501083
ART,2018-01-02 20:25,-76.0262,43.9888,M,M,M,250.00,22.00,0.03,30.10,M,1.25,M,OVC,M,M,M,4700.00,M,M,M,UP,M,M,M,M,KART 022025Z AUTO 25022KT 1 1/2SM UP OVC047 M05/M08 A3010 RMK P0003 T10501080 MADISHF
ROC,2018-01-02 20:25,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 022025Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3019 RMK T10701110  VIS 1 1/2V4 MADISHF
DSV,2018-01-02 20:25,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 022025Z AUTO 00000KT 10SM CLR M08/M16 A3024 RMK T10801160 MADISHF
BUF,2018-01-02 20:25,-78.7358,42.9408,M,M,M,M,M,0.01,30.20,M,0.13,M,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 022025Z AUTO /////KT 1/4SM +SN BKN009 OVC014 M09/M10 A3020 RMK P0001 T10901100 MADISHF
DKK,2018-01-02 20:25,-79.2720,42.4933,M,M,M,240.00,15.00,M,30.29,M,10.00,M,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,KDKK 022025Z AUTO 24015KT 10SM BKN029 M10/M16 A3029 RMK T11001160 MADISHF
IAG,2018-01-02 20:25,-78.9462,43.1073,M,M,M,240.00,18.00,M,30.20,M,6.00,M,BKN,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,KIAG 022025Z AUTO 24018KT 6SM -SN BKN025 M06/M10 A3020 RMK T10601100 MADISHF
BUF,2018-01-02 20:27,-78.7358,42.9408,16.00,14.00,91.64,230.00,26.00,0.01,30.20,M,0.12,35.00,BKN,OVC,M,M,900.00,1400.00,M,M,+SN BLSN,M,M,M,-4.16,KBUF 022027Z 23026G35KT 1/8SM R23/1400V2200FT +SN BLSN BKN009 OVC014 M09/M10 A3020 RMK AO2 PK WND 23039/2007 P0001 T10891100 $
DSV,2018-01-02 20:30,-77.7130,42.5709,M,M,M,200.00,3.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 022030Z AUTO 20003KT 10SM CLR M08/M17 A3024 RMK T10801170 VRB03KT  MADISHF
DKK,2018-01-02 20:30,-79.2720,42.4933,M,M,M,230.00,17.00,M,30.29,M,10.00,M,SCT,M,M,M,2900.00,M,M,M,M,M,M,M,M,KDKK 022030Z AUTO 23017KT 10SM SCT029 M10/M16 A3029 RMK T11001160 MADISHF
ROC,2018-01-02 20:30,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 022030Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3019 RMK T10701110  VIS 1 1/2V4 MADISHF
IAG,2018-01-02 20:30,-78.9462,43.1073,M,M,M,240.00,22.00,M,30.20,M,6.00,M,BKN,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,KIAG 022030Z AUTO 24022KT 6SM -SN BKN025 M06/M10 A3020 RMK T10601100 MADISHF
BUF,2018-01-02 20:30,-78.7358,42.9408,M,M,M,M,M,0.01,30.20,M,0.13,30.00,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 022030Z AUTO /////G30KT 1/4SM +SN BKN009 OVC014 M09/M11 A3020 RMK P0001 T10901110 MADISHF
FZY,2018-01-02 20:30,-76.3847,43.3497,M,M,M,M,M,M,30.17,M,3.00,M,OVC,M,M,M,3500.00,M,M,M,HZ,M,M,M,M,KFZY 022030Z AUTO /////KT 3SM HZ OVC035 M06/M12 A3017 RMK T10601120 MADISHF
DKK,2018-01-02 20:33,-79.2720,42.4933,14.00,3.00,60.94,230.00,18.00,0.00,30.29,M,10.00,27.00,SCT,M,M,M,2900.00,M,M,M,M,M,M,M,-3.95,KDKK 022033Z AUTO 23018G27KT 10SM SCT029 M10/M16 A3029 RMK AO2 PK WND 21027/2031 T11001161
ROC,2018-01-02 20:33,-77.6767,43.1167,19.00,12.00,73.73,250.00,23.00,T,30.19,M,3.00,33.00,FEW,SCT,BKN,M,2500.00,5000.00,15000.00,M,-SN BLSN,M,M,M,0.84,KROC 022033Z 25023G33KT 3SM -SN BLSN FEW025 SCT050 BKN150 M07/M11 A3019 RMK AO2 PK WND 24038/2001 TWR VIS 4 VIS 2V4 P0000 T10721111
BUF,2018-01-02 20:35,-78.7358,42.9408,M,M,M,M,M,0.01,30.20,M,0.13,M,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 022035Z AUTO /////KT 1/4SM +SN BKN009 OVC014 M09/M11 A3020 RMK P0001 T10901110 MADISHF
ROC,2018-01-02 20:35,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,3.00,M,FEW,SCT,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 022035Z AUTO /////KT 3SM -SN FEW025 SCT050 M07/M11 A3019 RMK T10701110  VIS 2V4 MADISHF
FZY,2018-01-02 20:35,-76.3847,43.3497,M,M,M,M,M,M,30.17,M,2.50,M,BKN,OVC,M,M,3500.00,4200.00,M,M,HZ,M,M,M,M,KFZY 022035Z AUTO /////KT 2 1/2SM HZ BKN035 OVC042 M06/M12 A3017 RMK T10601120 MADISHF
ART,2018-01-02 20:35,-76.0262,43.9888,M,M,M,250.00,22.00,0.04,30.10,M,0.75,29.00,OVC,M,M,M,4700.00,M,M,M,UP,M,M,M,M,KART 022035Z AUTO 25022G29KT 1SM UP OVC047 M05/M09 A3010 RMK P0004 T10501090 MADISHF
IAG,2018-01-02 20:35,-78.9462,43.1073,M,M,M,240.00,21.00,M,30.20,M,6.00,M,BKN,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,KIAG 022035Z AUTO 24021KT 6SM -SN BKN025 M06/M10 A3020 RMK T10601100 MADISHF
DSV,2018-01-02 20:35,-77.7130,42.5709,M,M,M,240.00,4.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 022035Z AUTO 24004KT 10SM CLR M08/M17 A3024 RMK T10801170 VRB04KT  MADISHF
DKK,2018-01-02 20:35,-79.2720,42.4933,M,M,M,230.00,16.00,M,30.29,M,10.00,M,SCT,M,M,M,2900.00,M,M,M,M,M,M,M,M,KDKK 022035Z AUTO 23016KT 10SM SCT029 M10/M16 A3029 RMK T11001160 MADISHF
ART,2018-01-02 20:36,-76.0262,43.9888,23.00,16.00,74.15,250.00,22.00,0.04,30.10,M,0.75,32.00,OVC,M,M,M,4700.00,M,M,M,BLSN,M,M,M,6.53,KART 022036Z AUTO 25022G32KT 3/4SM BLSN OVC047 M05/M09 A3010 RMK AO2 PK WND 26037/1959 UPE36 P0004 T10501089
IAG,2018-01-02 20:40,-78.9462,43.1073,M,M,M,250.00,23.00,M,30.20,M,6.00,M,BKN,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,KIAG 022040Z AUTO 25023KT 6SM -SN BKN025 M06/M11 A3020 RMK T10601110 MADISHF
DSV,2018-01-02 20:40,-77.7130,42.5709,M,M,M,210.00,6.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 022040Z AUTO 21006KT 10SM CLR M08/M17 A3023 RMK T10801170 MADISHF
ART,2018-01-02 20:40,-76.0262,43.9888,M,M,M,250.00,19.00,0.05,30.10,M,1.00,30.00,OVC,M,M,M,4700.00,M,M,M,M,M,M,M,M,KART 022040Z AUTO 25019G30KT 1SM OVC047 M05/M09 A3010 RMK P0005 T10501090 MADISHF
BUF,2018-01-02 20:40,-78.7358,42.9408,M,M,M,230.00,21.00,0.01,30.20,M,0.13,28.00,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 022040Z AUTO 23021G28KT 1/4SM +SN BKN009 OVC014 M09/M10 A3020 RMK P0001 T10901100 MADISHF
ROC,2018-01-02 20:40,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,3.00,M,FEW,SCT,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 022040Z AUTO /////KT 3SM -SN FEW025 SCT050 M07/M12 A3019 RMK T10701120  VIS 2V4 MADISHF
FZY,2018-01-02 20:40,-76.3847,43.3497,M,M,M,M,M,M,30.17,M,4.00,M,OVC,M,M,M,3500.00,M,M,M,HZ,M,M,M,M,KFZY 022040Z AUTO /////KT 4SM HZ OVC035 M06/M12 A3017 RMK T10601120 MADISHF
DKK,2018-01-02 20:40,-79.2720,42.4933,M,M,M,230.00,16.00,M,30.29,M,10.00,M,BKN,M,M,M,3100.00,M,M,M,M,M,M,M,M,KDKK 022040Z AUTO 23016KT 10SM BKN031 M10/M16 A3029 RMK T11001160 MADISHF
DKK,2018-01-02 20:45,-79.2720,42.4933,M,M,M,230.00,14.00,M,30.29,M,10.00,19.00,BKN,M,M,M,3100.00,M,M,M,M,M,M,M,M,KDKK 022045Z AUTO 23014G19KT 10SM BKN031 M10/M16 A3029 RMK T11001160 MADISHF
ART,2018-01-02 20:45,-76.0262,43.9888,M,M,M,250.00,22.00,0.05,30.10,M,0.75,M,OVC,M,M,M,4600.00,M,M,M,UP,M,M,M,M,KART 022045Z AUTO 25022KT 1SM UP OVC046 M05/M09 A3010 RMK P0005 T10501090 MADISHF
DSV,2018-01-02 20:45,-77.7130,42.5709,M,M,M,180.00,5.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 022045Z AUTO 18005KT 10SM CLR M08/M17 A3023 RMK T10801170 MADISHF
BUF,2018-01-02 20:45,-78.7358,42.9408,M,M,M,M,M,0.01,30.20,M,0.13,29.00,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 022045Z AUTO /////G29KT 1/4SM +SN BKN009 OVC014 M09/M10 A3020 RMK P0001 T10901100 MADISHF
IAG,2018-01-02 20:45,-78.9462,43.1073,M,M,M,M,M,M,30.20,M,6.00,M,BKN,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,KIAG 022045Z AUTO /////KT 6SM -SN BKN025 M06/M11 A3020 RMK T10601110 MADISHF
ROC,2018-01-02 20:45,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,3.00,M,FEW,SCT,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 022045Z AUTO /////KT 3SM -SN FEW025 SCT050 M07/M12 A3019 RMK T10701120  VIS 2V4 MADISHF
BUF,2018-01-02 20:50,-78.7358,42.9408,M,M,M,M,M,0.01,30.20,M,0.13,M,BKN,OVC,M,M,900.00,1400.00,M,M,+SN,M,M,M,M,KBUF 022050Z AUTO /////KT 1/4SM +SN BKN009 OVC014 M09/M11 A3020 RMK P0001 T10901110 MADISHF
FZY,2018-01-02 20:50,-76.3847,43.3497,M,M,M,M,M,M,30.17,M,5.00,M,BKN,OVC,M,M,3500.00,4400.00,M,M,HZ,M,M,M,M,KFZY 022050Z AUTO /////KT 5SM HZ BKN035 OVC044 M06/M12 A3017 RMK T10601120 MADISHF
DSV,2018-01-02 20:50,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 022050Z AUTO 00000KT 10SM CLR M08/M17 A3023 RMK T10801170 MADISHF
ART,2018-01-02 20:50,-76.0262,43.9888,M,M,M,250.00,26.00,0.06,30.09,M,0.75,31.00,OVC,M,M,M,4600.00,M,M,M,UP,M,M,M,M,KART 022050Z AUTO 25026G31KT 1SM UP OVC046 M05/M08 A3009 RMK P0006 T10501080 MADISHF
